split,method,seed,rows,task_success,critical_event_recall,wasted_attention,compute_cost,latency_violation,safety_violation,physical_regret,calibration_error
tight_compute_budget,uncertainty_attention,6,168,0.20833,0.15533,0.71230,3.32796,0.38095,0.29762,0.49901,0.05452
tight_compute_budget,uniform_attention_budget,0,168,0.22619,0.17126,0.70724,3.26953,0.35714,0.29762,0.50587,0.05931
tight_compute_budget,uniform_attention_budget,1,168,0.25595,0.18717,0.70794,3.27045,0.30357,0.29167,0.46496,0.06350
tight_compute_budget,uniform_attention_budget,2,168,0.24405,0.18460,0.69008,3.29564,0.36310,0.27976,0.46439,0.06292
tight_compute_budget,uniform_attention_budget,3,168,0.25000,0.17974,0.69772,3.30629,0.39881,0.27976,0.47766,0.06072
tight_compute_budget,uniform_attention_budget,4,168,0.28571,0.18433,0.68800,3.29142,0.37500,0.33333,0.48194,0.05988
tight_compute_budget,uniform_attention_budget,5,168,0.21429,0.17783,0.70387,3.30664,0.44048,0.26786,0.47934,0.05812
tight_compute_budget,uniform_attention_budget,6,168,0.23214,0.17863,0.70327,3.26365,0.29167,0.30357,0.47868,0.06278
visual_distractor_shift,active_perception_value,0,168,0.74405,0.77840,0.35942,4.03383,0.42857,0.05357,0.08053,0.12139
visual_distractor_shift,active_perception_value,1,168,0.77976,0.75195,0.37778,4.02744,0.41667,0.06548,0.09121,0.12310
visual_distractor_shift,active_perception_value,2,168,0.79167,0.76645,0.35000,4.02136,0.39286,0.07143,0.08251,0.12425
visual_distractor_shift,active_perception_value,3,168,0.77381,0.78326,0.35645,4.02545,0.36905,0.04762,0.07872,0.12162
visual_distractor_shift,active_perception_value,4,168,0.73810,0.78561,0.38512,4.03459,0.41071,0.05357,0.08514,0.11935
visual_distractor_shift,active_perception_value,5,168,0.76190,0.76186,0.36687,4.06422,0.47024,0.05357,0.08662,0.12065
visual_distractor_shift,active_perception_value,6,168,0.75595,0.74922,0.38234,4.04609,0.47024,0.03571,0.08710,0.12186
visual_distractor_shift,compute_adaptive_policy,0,168,0.44048,0.43607,0.66379,4.01951,0.39286,0.20833,0.31364,0.07968
visual_distractor_shift,compute_adaptive_policy,1,168,0.49405,0.39087,0.68075,4.00628,0.38690,0.20833,0.33380,0.07861
visual_distractor_shift,compute_adaptive_policy,2,168,0.41071,0.43069,0.63641,4.00332,0.37500,0.18452,0.30799,0.08511
visual_distractor_shift,compute_adaptive_policy,3,168,0.43452,0.39536,0.67024,3.99048,0.32738,0.23810,0.32123,0.07981
visual_distractor_shift,compute_adaptive_policy,4,168,0.42262,0.46410,0.67014,3.98808,0.36310,0.18452,0.29833,0.08244
visual_distractor_shift,compute_adaptive_policy,5,168,0.42857,0.43092,0.65129,4.00709,0.37500,0.17857,0.30153,0.08287
visual_distractor_shift,compute_adaptive_policy,6,168,0.47024,0.44379,0.64454,4.01043,0.34524,0.11310,0.29190,0.08521
visual_distractor_shift,embodied_consequence_budgeting,0,168,0.89881,0.91328,0.26855,4.02505,0.42857,0.00595,0.02410,0.12350
visual_distractor_shift,embodied_consequence_budgeting,1,168,0.83333,0.88491,0.28224,4.01192,0.38095,0.01786,0.02968,0.12425
visual_distractor_shift,embodied_consequence_budgeting,2,168,0.83333,0.88010,0.26101,4.02862,0.44643,0.02976,0.03026,0.12614
visual_distractor_shift,embodied_consequence_budgeting,3,168,0.90476,0.89707,0.27312,4.02473,0.39286,0.02381,0.02640,0.12265
visual_distractor_shift,embodied_consequence_budgeting,4,168,0.90476,0.92267,0.29226,4.01178,0.39286,0.00595,0.02519,0.12000
visual_distractor_shift,embodied_consequence_budgeting,5,168,0.88095,0.88645,0.27956,4.02481,0.35714,0.00595,0.02924,0.12407
visual_distractor_shift,embodied_consequence_budgeting,6,168,0.83333,0.89106,0.27827,4.02858,0.39286,0.01786,0.02695,0.12644
visual_distractor_shift,oracle_consequence_attention,0,168,0.87500,0.92687,0.25407,4.02826,0.41667,0.01190,0.01555,0.12203
visual_distractor_shift,oracle_consequence_attention,1,168,0.87500,0.90123,0.26052,3.98997,0.32143,0.00595,0.02123,0.12200
visual_distractor_shift,oracle_consequence_attention,2,168,0.87500,0.89191,0.24375,4.01083,0.39286,0.03571,0.02291,0.12624
visual_distractor_shift,oracle_consequence_attention,3,168,0.88095,0.92212,0.25228,4.03714,0.41667,0.01786,0.01679,0.12044
visual_distractor_shift,oracle_consequence_attention,4,168,0.88095,0.93626,0.27232,3.99935,0.34524,0.00595,0.01352,0.12013
visual_distractor_shift,oracle_consequence_attention,5,168,0.89286,0.89692,0.26379,4.02225,0.37500,0.00595,0.02171,0.12384
visual_distractor_shift,oracle_consequence_attention,6,168,0.85714,0.91100,0.26815,4.05192,0.44643,0.03571,0.01869,0.12274
visual_distractor_shift,risk_aware_attention,0,168,0.81548,0.81709,0.33750,4.02329,0.41667,0.00595,0.06758,0.12354
visual_distractor_shift,risk_aware_attention,1,168,0.80357,0.78898,0.35010,4.02609,0.41071,0.03571,0.07602,0.12378
visual_distractor_shift,risk_aware_attention,2,168,0.77381,0.79065,0.32956,4.01151,0.37500,0.05952,0.07220,0.12679
visual_distractor_shift,risk_aware_attention,3,168,0.80357,0.80098,0.33780,4.02803,0.33929,0.03571,0.06905,0.12410
visual_distractor_shift,risk_aware_attention,4,168,0.79167,0.81493,0.36617,4.00928,0.35119,0.01786,0.06940,0.12156
visual_distractor_shift,risk_aware_attention,5,168,0.74405,0.80170,0.34067,4.06702,0.50000,0.03571,0.06911,0.12252
visual_distractor_shift,risk_aware_attention,6,168,0.72619,0.76759,0.37123,4.03853,0.44643,0.04167,0.08067,0.12450
visual_distractor_shift,token_salience_transformer,0,168,0.05357,0.02232,0.97907,4.05735,0.51190,0.33333,0.66743,0.01939
visual_distractor_shift,token_salience_transformer,1,168,0.10119,0.02999,0.96379,4.05958,0.47619,0.36310,0.66487,0.02020
visual_distractor_shift,token_salience_transformer,2,168,0.07143,0.02825,0.97173,4.07795,0.54762,0.31548,0.67099,0.01875
visual_distractor_shift,token_salience_transformer,3,168,0.05952,0.03348,0.96935,4.09766,0.52976,0.38690,0.65805,0.01846
visual_distractor_shift,token_salience_transformer,4,168,0.09524,0.04038,0.96855,4.05338,0.47024,0.35714,0.65288,0.02189
visual_distractor_shift,token_salience_transformer,5,168,0.07143,0.02636,0.97183,4.02525,0.39286,0.38095,0.66351,0.02314
visual_distractor_shift,token_salience_transformer,6,168,0.09524,0.03752,0.97262,4.04701,0.41667,0.29762,0.66522,0.02412
visual_distractor_shift,uncertainty_attention,0,168,0.27381,0.20633,0.81022,4.06212,0.48810,0.22024,0.47847,0.05167
visual_distractor_shift,uncertainty_attention,1,168,0.20238,0.17613,0.82331,4.09361,0.52976,0.29167,0.49724,0.04360
visual_distractor_shift,uncertainty_attention,2,168,0.21429,0.19459,0.81786,4.05561,0.44643,0.21429,0.49314,0.04971
visual_distractor_shift,uncertainty_attention,3,168,0.18452,0.20074,0.81270,4.07753,0.51190,0.26786,0.48085,0.04814
visual_distractor_shift,uncertainty_attention,4,168,0.19048,0.18742,0.83393,4.08541,0.54762,0.26190,0.48186,0.04567
visual_distractor_shift,uncertainty_attention,5,168,0.18452,0.18301,0.82064,4.08395,0.51786,0.26190,0.48076,0.04829
visual_distractor_shift,uncertainty_attention,6,168,0.24405,0.17827,0.83214,4.09764,0.52381,0.31548,0.49164,0.04599
visual_distractor_shift,uniform_attention_budget,0,168,0.25595,0.22552,0.80923,4.01362,0.36310,0.25000,0.46814,0.05515
visual_distractor_shift,uniform_attention_budget,1,168,0.30357,0.25166,0.79216,4.03452,0.38095,0.22619,0.45945,0.05450
visual_distractor_shift,uniform_attention_budget,2,168,0.21429,0.20026,0.81786,4.02316,0.38095,0.21429,0.48416,0.05011
visual_distractor_shift,uniform_attention_budget,3,168,0.23214,0.23920,0.80089,4.02545,0.38095,0.21429,0.46645,0.05220
visual_distractor_shift,uniform_attention_budget,4,168,0.26190,0.16108,0.85635,4.01993,0.39881,0.27381,0.49391,0.04538
visual_distractor_shift,uniform_attention_budget,5,168,0.19643,0.22113,0.80030,4.03354,0.44048,0.27381,0.46024,0.05197
visual_distractor_shift,uniform_attention_budget,6,168,0.26190,0.24199,0.80516,4.03056,0.42262,0.29762,0.46117,0.05407
