split,task,seed,episode,method,selected_tokens,critical_tokens,task_success,critical_event_recall,wasted_attention,compute_cost,latency_violation,safety_violation,physical_regret,calibration_error
combined_hard_shift,cluttered_pick_hidden_support,0,3,minus_action_critical_contact_map,4,8,0.00000,0.50000,0.00000,3.83324,1.00000,1.00000,0.11801,0.15094
combined_hard_shift,cluttered_pick_hidden_support,0,3,minus_compute_latency_constraint,4,8,1.00000,0.50000,0.00000,3.76025,1.00000,1.00000,0.11880,0.14968
combined_hard_shift,cluttered_pick_hidden_support,0,3,minus_safety_hazard_term,4,8,1.00000,0.50000,0.00000,3.76025,1.00000,0.00000,0.11880,0.14968
combined_hard_shift,cluttered_pick_hidden_support,0,3,token_salience_only_budget,4,8,0.00000,0.12500,0.75000,3.82228,1.00000,0.00000,0.72793,0.01527
combined_hard_shift,cluttered_pick_hidden_support,0,3,uncertainty_only_budget,4,8,0.00000,0.25000,0.50000,3.81893,1.00000,0.00000,0.43367,0.07999
combined_hard_shift,cluttered_pick_hidden_support,0,4,full_embodied_consequence_budgeting,3,5,1.00000,0.60000,0.00000,3.27570,0.00000,0.00000,0.08400,0.18566
combined_hard_shift,cluttered_pick_hidden_support,0,4,minus_physical_consequence_estimator,4,5,0.00000,0.00000,1.00000,3.42955,0.00000,0.00000,0.76298,0.04756
combined_hard_shift,cluttered_pick_hidden_support,0,4,minus_action_critical_contact_map,3,5,1.00000,0.60000,0.00000,3.27570,0.00000,0.00000,0.08400,0.18566
combined_hard_shift,cluttered_pick_hidden_support,0,4,minus_compute_latency_constraint,3,5,1.00000,0.60000,0.00000,3.27570,0.00000,0.00000,0.08400,0.18566
combined_hard_shift,cluttered_pick_hidden_support,0,4,minus_safety_hazard_term,3,5,1.00000,0.60000,0.00000,3.27570,0.00000,0.00000,0.08400,0.18566
combined_hard_shift,cluttered_pick_hidden_support,0,4,token_salience_only_budget,4,5,0.00000,0.00000,1.00000,3.11873,0.00000,0.00000,0.75655,0.05794
combined_hard_shift,cluttered_pick_hidden_support,0,4,uncertainty_only_budget,3,5,0.00000,0.00000,1.00000,3.50374,0.00000,0.00000,0.60901,0.07278
combined_hard_shift,cluttered_pick_hidden_support,0,5,full_embodied_consequence_budgeting,3,4,1.00000,0.75000,0.00000,3.23699,0.00000,0.00000,0.04910,0.19809
combined_hard_shift,cluttered_pick_hidden_support,0,5,minus_physical_consequence_estimator,3,4,0.00000,0.00000,1.00000,3.28000,0.00000,1.00000,0.61934,0.07832
combined_hard_shift,cluttered_pick_hidden_support,0,5,minus_action_critical_contact_map,4,4,1.00000,0.75000,0.25000,3.59530,0.00000,1.00000,0.13118,0.15423
combined_hard_shift,cluttered_pick_hidden_support,0,5,minus_compute_latency_constraint,3,4,1.00000,0.75000,0.00000,3.23699,0.00000,0.00000,0.04910,0.19809
combined_hard_shift,cluttered_pick_hidden_support,0,5,minus_safety_hazard_term,4,4,1.00000,0.75000,0.25000,3.59530,0.00000,0.00000,0.13118,0.15423
combined_hard_shift,cluttered_pick_hidden_support,0,5,token_salience_only_budget,3,4,1.00000,0.00000,1.00000,3.31041,0.00000,0.00000,0.81896,0.04136
combined_hard_shift,cluttered_pick_hidden_support,0,5,uncertainty_only_budget,3,4,0.00000,0.00000,1.00000,3.32551,0.00000,1.00000,0.70645,0.06111
combined_hard_shift,cluttered_pick_hidden_support,0,6,full_embodied_consequence_budgeting,4,6,0.00000,0.50000,0.25000,3.81483,1.00000,0.00000,0.11615,0.14394
combined_hard_shift,cluttered_pick_hidden_support,0,6,minus_physical_consequence_estimator,3,6,0.00000,0.16667,0.66667,3.49614,0.00000,0.00000,0.49558,0.08331
combined_hard_shift,cluttered_pick_hidden_support,0,6,minus_action_critical_contact_map,4,6,0.00000,0.50000,0.25000,3.80988,1.00000,0.00000,0.12616,0.13521
combined_hard_shift,cluttered_pick_hidden_support,0,6,minus_compute_latency_constraint,4,6,1.00000,0.50000,0.25000,3.79832,1.00000,0.00000,0.11461,0.14256
combined_hard_shift,cluttered_pick_hidden_support,0,6,minus_safety_hazard_term,4,6,1.00000,0.50000,0.25000,3.67246,0.00000,0.00000,0.14208,0.14534
combined_hard_shift,cluttered_pick_hidden_support,0,6,token_salience_only_budget,3,6,0.00000,0.00000,1.00000,3.47067,0.00000,0.00000,0.78345,0.02160
combined_hard_shift,cluttered_pick_hidden_support,0,6,uncertainty_only_budget,4,6,0.00000,0.16667,0.75000,3.79104,1.00000,0.00000,0.47958,0.05320
combined_hard_shift,cluttered_pick_hidden_support,0,7,full_embodied_consequence_budgeting,4,5,1.00000,0.80000,0.00000,3.38548,0.00000,0.00000,0.03931,0.18157
combined_hard_shift,cluttered_pick_hidden_support,0,7,minus_physical_consequence_estimator,4,5,0.00000,0.20000,0.75000,3.58180,0.00000,1.00000,0.40908,0.11019
combined_hard_shift,cluttered_pick_hidden_support,0,7,minus_action_critical_contact_map,4,5,1.00000,0.80000,0.00000,3.38548,0.00000,0.00000,0.03931,0.18157
combined_hard_shift,cluttered_pick_hidden_support,0,7,minus_compute_latency_constraint,4,5,1.00000,0.80000,0.00000,3.46740,0.00000,0.00000,0.04370,0.17056
combined_hard_shift,cluttered_pick_hidden_support,0,7,minus_safety_hazard_term,4,5,1.00000,0.80000,0.00000,3.46740,0.00000,0.00000,0.04370,0.17056
combined_hard_shift,cluttered_pick_hidden_support,0,7,token_salience_only_budget,4,5,0.00000,0.00000,1.00000,3.75681,1.00000,0.00000,0.57725,0.00000
combined_hard_shift,cluttered_pick_hidden_support,0,7,uncertainty_only_budget,4,5,0.00000,0.20000,0.75000,3.68753,0.00000,0.00000,0.39747,0.10872
combined_hard_shift,cluttered_pick_hidden_support,0,8,full_embodied_consequence_budgeting,4,7,1.00000,0.57143,0.00000,3.81699,1.00000,0.00000,0.09645,0.16374
combined_hard_shift,cluttered_pick_hidden_support,0,8,minus_physical_consequence_estimator,3,7,0.00000,0.00000,1.00000,3.30532,0.00000,1.00000,0.77912,0.03913
combined_hard_shift,cluttered_pick_hidden_support,0,8,minus_action_critical_contact_map,4,7,1.00000,0.57143,0.00000,3.57132,0.00000,0.00000,0.11236,0.17991
combined_hard_shift,cluttered_pick_hidden_support,0,8,minus_compute_latency_constraint,4,7,0.00000,0.57143,0.00000,3.81699,1.00000,0.00000,0.09645,0.16374
combined_hard_shift,cluttered_pick_hidden_support,0,8,minus_safety_hazard_term,4,7,1.00000,0.57143,0.00000,3.62813,0.00000,0.00000,0.16149,0.15448
combined_hard_shift,cluttered_pick_hidden_support,0,8,token_salience_only_budget,3,7,1.00000,0.00000,1.00000,3.61047,0.00000,1.00000,0.71705,0.04005
combined_hard_shift,cluttered_pick_hidden_support,0,8,uncertainty_only_budget,3,7,0.00000,0.00000,1.00000,3.49464,0.00000,1.00000,0.67986,0.05064
combined_hard_shift,cluttered_pick_hidden_support,0,9,full_embodied_consequence_budgeting,4,8,0.00000,0.50000,0.00000,3.64100,0.00000,0.00000,0.13088,0.17078
combined_hard_shift,cluttered_pick_hidden_support,0,9,minus_physical_consequence_estimator,3,8,0.00000,0.00000,1.00000,3.65242,0.00000,0.00000,0.92643,0.00912
combined_hard_shift,cluttered_pick_hidden_support,0,9,minus_action_critical_contact_map,4,8,1.00000,0.50000,0.00000,3.78910,1.00000,0.00000,0.15655,0.14614
combined_hard_shift,cluttered_pick_hidden_support,0,9,minus_compute_latency_constraint,4,8,1.00000,0.50000,0.00000,3.64100,0.00000,0.00000,0.13088,0.17078
combined_hard_shift,cluttered_pick_hidden_support,0,9,minus_safety_hazard_term,4,8,1.00000,0.50000,0.00000,3.78910,1.00000,0.00000,0.15655,0.14614
combined_hard_shift,cluttered_pick_hidden_support,0,9,token_salience_only_budget,3,8,0.00000,0.00000,1.00000,3.61523,0.00000,1.00000,0.89045,0.00139
combined_hard_shift,cluttered_pick_hidden_support,0,9,uncertainty_only_budget,3,8,0.00000,0.00000,1.00000,3.65242,0.00000,1.00000,0.92643,0.00912
combined_hard_shift,cluttered_pick_hidden_support,0,10,full_embodied_consequence_budgeting,3,5,1.00000,0.60000,0.00000,3.33828,0.00000,1.00000,0.08540,0.19914
combined_hard_shift,cluttered_pick_hidden_support,0,10,minus_physical_consequence_estimator,3,5,0.00000,0.40000,0.33333,3.14214,0.00000,0.00000,0.16038,0.17629
combined_hard_shift,cluttered_pick_hidden_support,0,10,minus_action_critical_contact_map,3,5,1.00000,0.60000,0.00000,3.33828,0.00000,0.00000,0.08540,0.19914
combined_hard_shift,cluttered_pick_hidden_support,0,10,minus_compute_latency_constraint,3,5,1.00000,0.60000,0.00000,3.33828,0.00000,0.00000,0.08540,0.19914
combined_hard_shift,cluttered_pick_hidden_support,0,10,minus_safety_hazard_term,3,5,0.00000,0.60000,0.00000,3.33828,0.00000,0.00000,0.08540,0.19914
combined_hard_shift,cluttered_pick_hidden_support,0,10,token_salience_only_budget,4,5,0.00000,0.00000,1.00000,3.80826,1.00000,1.00000,0.64471,0.00000
combined_hard_shift,cluttered_pick_hidden_support,0,10,uncertainty_only_budget,3,5,0.00000,0.40000,0.33333,3.22622,0.00000,0.00000,0.15354,0.17513
combined_hard_shift,cluttered_pick_hidden_support,0,11,full_embodied_consequence_budgeting,3,6,1.00000,0.50000,0.00000,3.27751,0.00000,0.00000,0.11745,0.18162
combined_hard_shift,cluttered_pick_hidden_support,0,11,minus_physical_consequence_estimator,4,6,1.00000,0.33333,0.50000,3.75822,1.00000,1.00000,0.37689,0.09804
combined_hard_shift,cluttered_pick_hidden_support,0,11,minus_action_critical_contact_map,4,6,1.00000,0.50000,0.25000,3.52792,0.00000,0.00000,0.22689,0.14678
combined_hard_shift,cluttered_pick_hidden_support,0,11,minus_compute_latency_constraint,3,6,1.00000,0.50000,0.00000,3.60632,0.00000,0.00000,0.11650,0.17404
combined_hard_shift,cluttered_pick_hidden_support,0,11,minus_safety_hazard_term,3,6,1.00000,0.50000,0.00000,3.27751,0.00000,0.00000,0.11745,0.18162
combined_hard_shift,cluttered_pick_hidden_support,0,11,token_salience_only_budget,4,6,0.00000,0.00000,1.00000,3.67117,0.00000,1.00000,0.75749,0.02544
combined_hard_shift,cluttered_pick_hidden_support,0,11,uncertainty_only_budget,4,6,0.00000,0.16667,0.75000,3.73847,1.00000,1.00000,0.46882,0.07612
combined_hard_shift,cluttered_pick_hidden_support,0,12,full_embodied_consequence_budgeting,3,6,1.00000,0.50000,0.00000,3.56579,0.00000,1.00000,0.10966,0.20150
combined_hard_shift,cluttered_pick_hidden_support,0,12,minus_physical_consequence_estimator,3,6,1.00000,0.16667,0.66667,3.41605,0.00000,0.00000,0.53555,0.09812
combined_hard_shift,cluttered_pick_hidden_support,0,12,minus_action_critical_contact_map,3,6,0.00000,0.50000,0.00000,3.56579,0.00000,0.00000,0.10966,0.20150
combined_hard_shift,cluttered_pick_hidden_support,0,12,minus_compute_latency_constraint,3,6,1.00000,0.50000,0.00000,3.56579,0.00000,0.00000,0.10966,0.20150
combined_hard_shift,cluttered_pick_hidden_support,0,12,minus_safety_hazard_term,3,6,1.00000,0.50000,0.00000,3.56579,0.00000,0.00000,0.10966,0.20150
combined_hard_shift,cluttered_pick_hidden_support,0,12,token_salience_only_budget,3,6,0.00000,0.00000,1.00000,3.40770,0.00000,1.00000,0.80511,0.03837
combined_hard_shift,cluttered_pick_hidden_support,0,12,uncertainty_only_budget,3,6,0.00000,0.16667,0.66667,3.44963,0.00000,0.00000,0.59466,0.08635
combined_hard_shift,cluttered_pick_hidden_support,0,13,full_embodied_consequence_budgeting,4,4,1.00000,0.75000,0.25000,3.66333,0.00000,0.00000,0.05376,0.16376
combined_hard_shift,cluttered_pick_hidden_support,0,13,minus_physical_consequence_estimator,3,4,0.00000,0.25000,0.66667,3.51760,0.00000,0.00000,0.47984,0.07388
combined_hard_shift,cluttered_pick_hidden_support,0,13,minus_action_critical_contact_map,4,4,1.00000,0.75000,0.25000,3.66333,0.00000,0.00000,0.05376,0.16376
combined_hard_shift,cluttered_pick_hidden_support,0,13,minus_compute_latency_constraint,4,4,0.00000,0.75000,0.25000,3.66333,0.00000,0.00000,0.05376,0.16376
combined_hard_shift,cluttered_pick_hidden_support,0,13,minus_safety_hazard_term,4,4,1.00000,0.75000,0.25000,3.66333,0.00000,0.00000,0.05376,0.16376
combined_hard_shift,cluttered_pick_hidden_support,0,13,token_salience_only_budget,3,4,0.00000,0.00000,1.00000,3.27437,0.00000,1.00000,0.73352,0.01857
combined_hard_shift,cluttered_pick_hidden_support,0,13,uncertainty_only_budget,3,4,0.00000,0.50000,0.33333,3.57214,0.00000,0.00000,0.24241,0.11891
combined_hard_shift,cluttered_pick_hidden_support,0,14,full_embodied_consequence_budgeting,4,4,0.00000,0.75000,0.25000,3.68443,0.00000,0.00000,0.07499,0.15621
combined_hard_shift,cluttered_pick_hidden_support,0,14,minus_physical_consequence_estimator,3,4,1.00000,0.25000,0.66667,3.41837,0.00000,0.00000,0.24199,0.14993
combined_hard_shift,cluttered_pick_hidden_support,0,14,minus_action_critical_contact_map,4,4,1.00000,0.75000,0.25000,3.57242,0.00000,0.00000,0.09460,0.15645
combined_hard_shift,cluttered_pick_hidden_support,0,14,minus_compute_latency_constraint,4,4,1.00000,1.00000,0.00000,3.82094,1.00000,0.00000,0.00000,0.14728
combined_hard_shift,cluttered_pick_hidden_support,0,14,minus_safety_hazard_term,4,4,0.00000,0.75000,0.25000,3.68443,0.00000,1.00000,0.07499,0.15621
combined_hard_shift,cluttered_pick_hidden_support,0,14,token_salience_only_budget,3,4,1.00000,0.00000,1.00000,3.36925,0.00000,0.00000,0.58341,0.07640
combined_hard_shift,cluttered_pick_hidden_support,0,14,uncertainty_only_budget,3,4,1.00000,0.25000,0.66667,3.43843,0.00000,1.00000,0.39437,0.12183
combined_hard_shift,cluttered_pick_hidden_support,0,15,full_embodied_consequence_budgeting,3,2,1.00000,1.00000,0.33333,3.21235,0.00000,0.00000,0.00000,0.13333
combined_hard_shift,cluttered_pick_hidden_support,0,15,minus_physical_consequence_estimator,3,2,0.00000,0.00000,1.00000,3.32431,0.00000,0.00000,0.55554,0.06316
combined_hard_shift,cluttered_pick_hidden_support,0,15,minus_action_critical_contact_map,3,2,1.00000,1.00000,0.33333,3.21235,0.00000,0.00000,0.00000,0.13333
combined_hard_shift,cluttered_pick_hidden_support,0,15,minus_compute_latency_constraint,3,2,1.00000,1.00000,0.33333,3.21235,0.00000,0.00000,0.00000,0.13333
combined_hard_shift,cluttered_pick_hidden_support,0,15,minus_safety_hazard_term,3,2,1.00000,1.00000,0.33333,3.39046,0.00000,0.00000,0.01623,0.13333
combined_hard_shift,cluttered_pick_hidden_support,0,15,token_salience_only_budget,4,2,0.00000,0.00000,1.00000,3.84281,1.00000,1.00000,0.68317,0.00000
combined_hard_shift,cluttered_pick_hidden_support,0,15,uncertainty_only_budget,3,2,0.00000,0.00000,1.00000,3.27347,0.00000,1.00000,0.55845,0.06435
combined_hard_shift,cluttered_pick_hidden_support,0,16,full_embodied_consequence_budgeting,4,6,0.00000,0.66667,0.00000,3.72112,1.00000,0.00000,0.07411,0.16354
combined_hard_shift,cluttered_pick_hidden_support,0,16,minus_physical_consequence_estimator,4,6,0.00000,0.33333,0.50000,3.84106,1.00000,0.00000,0.31170,0.10818
combined_hard_shift,cluttered_pick_hidden_support,0,16,minus_action_critical_contact_map,4,6,0.00000,0.66667,0.00000,3.72112,1.00000,0.00000,0.07411,0.16354
combined_hard_shift,cluttered_pick_hidden_support,0,16,minus_compute_latency_constraint,4,6,0.00000,0.66667,0.00000,3.72112,1.00000,0.00000,0.07411,0.16354
combined_hard_shift,cluttered_pick_hidden_support,0,16,minus_safety_hazard_term,4,6,1.00000,0.66667,0.00000,3.67050,0.00000,0.00000,0.09417,0.15811
combined_hard_shift,cluttered_pick_hidden_support,0,16,token_salience_only_budget,4,6,0.00000,0.00000,1.00000,3.84096,1.00000,1.00000,0.64805,0.00000
combined_hard_shift,cluttered_pick_hidden_support,0,16,uncertainty_only_budget,4,6,1.00000,0.33333,0.50000,3.72486,1.00000,1.00000,0.41539,0.08251
combined_hard_shift,cluttered_pick_hidden_support,0,17,full_embodied_consequence_budgeting,4,6,1.00000,0.66667,0.00000,3.48688,0.00000,1.00000,0.07335,0.19313
combined_hard_shift,cluttered_pick_hidden_support,0,17,minus_physical_consequence_estimator,4,6,0.00000,0.33333,0.50000,3.70823,1.00000,0.00000,0.44424,0.09538
combined_hard_shift,cluttered_pick_hidden_support,0,17,minus_action_critical_contact_map,4,6,1.00000,0.66667,0.00000,3.41532,0.00000,1.00000,0.11121,0.18447
combined_hard_shift,cluttered_pick_hidden_support,0,17,minus_compute_latency_constraint,4,6,1.00000,0.66667,0.00000,3.48688,0.00000,0.00000,0.07335,0.19313
combined_hard_shift,cluttered_pick_hidden_support,0,17,minus_safety_hazard_term,4,6,1.00000,0.66667,0.00000,3.48688,0.00000,0.00000,0.07335,0.19313
combined_hard_shift,cluttered_pick_hidden_support,0,17,token_salience_only_budget,4,6,0.00000,0.16667,0.75000,3.64086,0.00000,0.00000,0.59288,0.06576
combined_hard_shift,cluttered_pick_hidden_support,0,17,uncertainty_only_budget,4,6,0.00000,0.16667,0.75000,3.69203,0.00000,0.00000,0.61190,0.06061
combined_hard_shift,cluttered_pick_hidden_support,0,18,full_embodied_consequence_budgeting,4,8,1.00000,0.37500,0.25000,3.61389,0.00000,0.00000,0.12989,0.16368
combined_hard_shift,cluttered_pick_hidden_support,0,18,minus_physical_consequence_estimator,4,8,0.00000,0.25000,0.50000,3.78396,1.00000,0.00000,0.28672,0.11212
combined_hard_shift,cluttered_pick_hidden_support,0,18,minus_action_critical_contact_map,4,8,0.00000,0.50000,0.00000,3.82942,1.00000,0.00000,0.10856,0.14975
combined_hard_shift,cluttered_pick_hidden_support,0,18,minus_compute_latency_constraint,4,8,1.00000,0.37500,0.25000,3.61389,0.00000,0.00000,0.12989,0.16368
combined_hard_shift,cluttered_pick_hidden_support,0,18,minus_safety_hazard_term,4,8,1.00000,0.37500,0.25000,3.61389,0.00000,0.00000,0.12989,0.16368
combined_hard_shift,cluttered_pick_hidden_support,0,18,token_salience_only_budget,4,8,0.00000,0.12500,0.75000,3.74948,1.00000,0.00000,0.47655,0.07561
combined_hard_shift,cluttered_pick_hidden_support,0,18,uncertainty_only_budget,3,8,1.00000,0.12500,0.66667,3.71031,1.00000,0.00000,0.43772,0.07992
combined_hard_shift,cluttered_pick_hidden_support,0,19,full_embodied_consequence_budgeting,4,8,1.00000,0.50000,0.00000,3.82047,1.00000,0.00000,0.11985,0.15667
combined_hard_shift,cluttered_pick_hidden_support,0,19,minus_physical_consequence_estimator,3,8,0.00000,0.25000,0.33333,3.31295,0.00000,1.00000,0.40996,0.11650
combined_hard_shift,cluttered_pick_hidden_support,0,19,minus_action_critical_contact_map,4,8,1.00000,0.50000,0.00000,3.63628,0.00000,0.00000,0.17662,0.15822
combined_hard_shift,cluttered_pick_hidden_support,0,19,minus_compute_latency_constraint,4,8,0.00000,0.50000,0.00000,3.82047,1.00000,0.00000,0.11985,0.15667
combined_hard_shift,cluttered_pick_hidden_support,0,19,minus_safety_hazard_term,4,8,1.00000,0.50000,0.00000,3.71237,1.00000,1.00000,0.12948,0.15503
combined_hard_shift,cluttered_pick_hidden_support,0,19,token_salience_only_budget,4,8,0.00000,0.00000,1.00000,3.76123,1.00000,1.00000,0.61071,0.00000
combined_hard_shift,cluttered_pick_hidden_support,0,19,uncertainty_only_budget,4,8,1.00000,0.50000,0.00000,3.63628,0.00000,0.00000,0.17662,0.15822
combined_hard_shift,cluttered_pick_hidden_support,0,20,full_embodied_consequence_budgeting,4,3,1.00000,1.00000,0.25000,3.57007,0.00000,0.00000,0.00303,0.12000
combined_hard_shift,cluttered_pick_hidden_support,0,20,minus_physical_consequence_estimator,3,3,0.00000,0.00000,1.00000,3.43154,0.00000,0.00000,0.49466,0.08103
combined_hard_shift,cluttered_pick_hidden_support,0,20,minus_action_critical_contact_map,3,3,1.00000,0.66667,0.33333,3.11652,0.00000,1.00000,0.07001,0.18393
combined_hard_shift,cluttered_pick_hidden_support,0,20,minus_compute_latency_constraint,3,3,1.00000,0.66667,0.33333,3.11652,0.00000,0.00000,0.07001,0.18393
combined_hard_shift,cluttered_pick_hidden_support,0,20,minus_safety_hazard_term,4,3,1.00000,1.00000,0.25000,3.57007,0.00000,0.00000,0.00303,0.12000
combined_hard_shift,cluttered_pick_hidden_support,0,20,token_salience_only_budget,4,3,0.00000,0.00000,1.00000,3.84706,1.00000,0.00000,0.55725,0.00000
combined_hard_shift,cluttered_pick_hidden_support,0,20,uncertainty_only_budget,3,3,0.00000,0.00000,1.00000,3.41337,0.00000,0.00000,0.60497,0.06179
combined_hard_shift,cluttered_pick_hidden_support,0,21,full_embodied_consequence_budgeting,3,7,1.00000,0.42857,0.00000,3.51359,0.00000,0.00000,0.17376,0.18187
combined_hard_shift,cluttered_pick_hidden_support,0,21,minus_physical_consequence_estimator,3,7,0.00000,0.42857,0.00000,3.34301,0.00000,0.00000,0.24959,0.16584
combined_hard_shift,cluttered_pick_hidden_support,0,21,minus_action_critical_contact_map,3,7,0.00000,0.42857,0.00000,3.51359,0.00000,0.00000,0.17376,0.18187
combined_hard_shift,cluttered_pick_hidden_support,0,21,minus_compute_latency_constraint,3,7,1.00000,0.42857,0.00000,3.51359,0.00000,1.00000,0.17376,0.18187
combined_hard_shift,cluttered_pick_hidden_support,0,21,minus_safety_hazard_term,3,7,0.00000,0.42857,0.00000,3.51359,0.00000,0.00000,0.17376,0.18187
combined_hard_shift,cluttered_pick_hidden_support,0,21,token_salience_only_budget,4,7,0.00000,0.14286,0.75000,3.71992,1.00000,0.00000,0.71214,0.03304
combined_hard_shift,cluttered_pick_hidden_support,0,21,uncertainty_only_budget,3,7,1.00000,0.42857,0.00000,3.51359,0.00000,0.00000,0.17376,0.18187
combined_hard_shift,cluttered_pick_hidden_support,0,22,full_embodied_consequence_budgeting,4,4,1.00000,0.75000,0.25000,3.57429,0.00000,0.00000,0.05679,0.15965
combined_hard_shift,cluttered_pick_hidden_support,0,22,minus_physical_consequence_estimator,4,4,0.00000,0.00000,1.00000,3.67107,0.00000,1.00000,0.70526,0.01566
combined_hard_shift,cluttered_pick_hidden_support,0,22,minus_action_critical_contact_map,4,4,1.00000,0.75000,0.25000,3.78460,1.00000,0.00000,0.06388,0.14131
combined_hard_shift,cluttered_pick_hidden_support,0,22,minus_compute_latency_constraint,3,4,1.00000,0.75000,0.00000,3.30240,0.00000,0.00000,0.06100,0.17185
combined_hard_shift,cluttered_pick_hidden_support,0,22,minus_safety_hazard_term,3,4,1.00000,0.75000,0.00000,3.30240,0.00000,1.00000,0.06100,0.17185
combined_hard_shift,cluttered_pick_hidden_support,0,22,token_salience_only_budget,4,4,0.00000,0.00000,1.00000,3.71158,1.00000,0.00000,0.71251,0.00000
combined_hard_shift,cluttered_pick_hidden_support,0,22,uncertainty_only_budget,3,4,0.00000,0.25000,0.66667,3.36693,0.00000,1.00000,0.53799,0.05476
combined_hard_shift,cluttered_pick_hidden_support,0,23,full_embodied_consequence_budgeting,4,12,1.00000,0.33333,0.00000,3.76400,1.00000,1.00000,0.16274,0.14739
combined_hard_shift,cluttered_pick_hidden_support,0,23,minus_physical_consequence_estimator,3,12,0.00000,0.08333,0.66667,3.55802,0.00000,0.00000,0.72704,0.04641
combined_hard_shift,cluttered_pick_hidden_support,0,23,minus_action_critical_contact_map,3,12,0.00000,0.25000,0.00000,3.32029,0.00000,0.00000,0.20639,0.16654
combined_hard_shift,cluttered_pick_hidden_support,0,23,minus_compute_latency_constraint,3,12,0.00000,0.25000,0.00000,3.22343,0.00000,1.00000,0.18471,0.17238
